Time Step,Coverage_Gauteng,Coverage_KwaZulu-Natal,Coverage_Western Cape,Coverage_Eastern Cape,Coverage_Limpopo,Coverage_Mpumalanga,Coverage_North West,Coverage_Free State,Coverage_Northern Cape,Incidence_Gauteng,Incidence_KwaZulu-Natal,Incidence_Western Cape,Incidence_Eastern Cape,Incidence_Limpopo,Incidence_Mpumalanga,Incidence_North West,Incidence_Free State,Incidence_Northern Cape
19,0.23164167,0.30187503,0.266,0.228,0.10687499,0.22567502,0.19,0.48450002,0.4655,0.00798148,0.009979825,0.0049867043,0.0069840495,0.0059935874,0.007981949,0.0059885997,0.0069661248,0.0039813803
20,0.23164167,0.30187503,0.304,0.228,0.10687499,0.22567502,0.19,0.48450002,0.4655,0.00798148,0.009979825,0.0049848096,0.0069840495,0.0059935874,0.007981949,0.0059885997,0.0069661248,0.0039813803
21,0.23164167,0.30187503,0.304,0.228,0.16031247,0.22567502,0.285,0.48450002,0.69825,0.00798148,0.009979825,0.0049848096,0.0069840495,0.0059903846,0.007981949,0.0059829107,0.0069661248,0.0039721136
22,0.23164167,0.30187503,0.304,0.2478,0.16031247,0.22567502,0.285,0.48450002,0.69825,0.00798148,0.009979825,0.0049848096,0.0069826664,0.0059903846,0.007981949,0.0059829107,0.0069661248,0.0039721136
23,0.23164167,0.30187503,0.532,0.2478,0.16031247,0.22567502,0.285,0.48450002,0.69825,0.00798148,0.009979825,0.004973444,0.0069826664,0.0059903846,0.007981949,0.0059829107,0.0069661248,0.0039721136
24,0.23164167,0.30187503,0.532,0.2478,0.16031247,0.22567502,0.3015,0.48450002,0.69825,0.00798148,0.009979825,0.004973444,0.0069826664,0.0059903846,0.007981949,0.0059819235,0.0069661248,0.0039721136
25,0.23164167,0.30187503,0.532,0.2478,0.16031247,0.22567502,0.3015,0.6783,0.69825,0.00798148,0.009979825,0.004973444,0.0069826664,0.0059903846,0.007981949,0.0059819235,0.0069526243,0.0039721136
26,0.23164167,0.30187503,0.532,0.2478,0.23156247,0.22567502,0.3015,0.6783,0.69825,0.00798148,0.009979825,0.004973444,0.0069826664,0.0059861164,0.007981949,0.0059819235,0.0069526243,0.0039721136
27,0.23164167,0.30187503,0.532,0.28579998,0.23156247,0.22567502,0.3015,0.6783,0.69825,0.00798148,0.009979825,0.004973444,0.006980013,0.0059861164,0.007981949,0.0059819235,0.0069526243,0.0039721136
28,0.23164167,0.30187503,0.532,0.28579998,0.23156247,0.22567502,0.3015,0.6783,0.69825,0.00798148,0.009979825,0.004973444,0.006980013,0.0059861164,0.007981949,0.0059819235,0.0069526243,0.0039721136
29,0.23164167,0.30187503,0.532,0.28579998,0.23156247,0.22567502,0.3015,0.6783,0.69825,0.00798148,0.009979825,0.004973444,0.006980013,0.0059861164,0.007981949,0.0059819235,0.0069526243,0.0039721136
30,0.23164167,0.30187503,0.532,0.28579998,0.23156247,0.22567502,0.3015,0.6783,0.69825,0.00798148,0.009979825,0.004973444,0.006980013,0.0059861164,0.007981949,0.0059819235,0.0069526243,0.0039721136
31,0.23164167,0.30187503,0.532,0.28579998,0.23156247,0.22567502,0.3015,0.6783,0.69825,0.00798148,0.009979825,0.004973444,0.006980013,0.0059861164,0.007981949,0.0059819235,0.0069526243,0.0039721136
32,0.23164167,0.31612504,0.532,0.28579998,0.23156247,0.22567502,0.3015,0.6783,0.69825,0.00798148,0.009978402,0.004973444,0.006980013,0.0059861164,0.007981949,0.0059819235,0.0069526243,0.0039721136
33,0.23164167,0.31612504,0.532,0.28579998,0.23156247,0.22567502,0.3015,0.6783,0.69825,0.00798148,0.009978402,0.004973444,0.006980013,0.0059861164,0.007981949,0.0059819235,0.0069526243,0.0039721136
34,0.23164167,0.31612504,0.532,0.28579998,0.23156247,0.22567502,0.31903124,0.6783,0.69825,0.00798148,0.009978402,0.004973444,0.006980013,0.0059861164,0.007981949,0.005980875,0.0069526243,0.0039721136
35,0.23164167,0.31612504,0.532,0.28579998,0.23156247,0.22567502,0.31903124,0.6783,0.69825,0.00798148,0.009978402,0.004973444,0.006980013,0.0059861164,0.007981949,0.005980875,0.0069526243,0.0039721136
36,0.23164167,0.31612504,0.532,0.28579998,0.23156247,0.22567502,0.38632292,0.6783,0.69825,0.00798148,0.009978402,0.004973444,0.006980013,0.0059861164,0.007981949,0.00597685,0.0069526243,0.0039721136
37,0.23164167,0.31612504,0.532,0.28579998,0.23156247,0.22567502,0.38632292,0.6783,0.69825,0.00798148,0.009978402,0.004973444,0.006980013,0.0059861164,0.007981949,0.00597685,0.0069526243,0.0039721136
38,0.23164167,0.31612504,0.532,0.28579998,0.23156247,0.22567502,0.38632292,0.6783,0.69825,0.00798148,0.009978402,0.004973444,0.006980013,0.0059861164,0.007981949,0.00597685,0.0069526243,0.0039721136
39,0.23164167,0.31612504,0.71144444,0.28579998,0.23156247,0.22567502,0.38632292,0.6783,0.69825,0.00798148,0.009978402,0.0049645193,0.006980013,0.0059861164,0.007981949,0.00597685,0.0069526243,0.0039721136
40,0.23164167,0.31612504,0.71144444,0.28579998,0.23156247,0.38446075,0.38632292,0.6783,0.69825,0.00798148,0.009978402,0.0049645193,0.006980013,0.0059861164,0.007969274,0.00597685,0.0069526243,0.0039721136
41,0.23164167,0.31612504,0.7348194,0.28579998,0.23156247,0.38446075,0.38632292,0.6783,0.69825,0.00798148,0.009978402,0.004963359,0.006980013,0.0059861164,0.007969274,0.00597685,0.0069526243,0.0039721136
42,0.23164167,0.33221254,0.7348194,0.28579998,0.23156247,0.38446075,0.38632292,0.6783,0.69825,0.00798148,0.009976797,0.004963359,0.006980013,0.0059861164,0.007969274,0.00597685,0.0069526243,0.0039721136
43,0.23164167,0.34025627,0.7348194,0.28579998,0.23156247,0.38446075,0.38632292,0.6783,0.69825,0.00798148,0.009975994,0.004963359,0.006980013,0.0059861164,0.007969274,0.00597685,0.0069526243,0.0039721136
44,0.23164167,0.34025627,0.7348194,0.28579998,0.23156247,0.38446075,0.38632292,0.6783,0.69825,0.00798148,0.009975994,0.004963359,0.006980013,0.0059861164,0.007969274,0.00597685,0.0069526243,0.0039721136
45,0.23164167,0.34025627,0.7348194,0.28579998,0.23156247,0.38446075,0.4509823,0.6783,0.69825,0.00798148,0.009975994,0.004963359,0.006980013,0.0059861164,0.007969274,0.0059729856,0.0069526243,0.0039721136
46,0.23164167,0.34025627,0.7348194,0.28579998,0.23156247,0.38446075,0.4509823,0.6783,0.87637496,0.00798148,0.009975994,0.004963359,0.006980013,0.0059861164,0.007969274,0.0059729856,0.0069526243,0.0039650383
47,0.27914166,0.34025627,0.7348194,0.28579998,0.23156247,0.38446075,0.4509823,0.6783,0.87637496,0.007977689,0.009975994,0.004963359,0.006980013,0.0059861164,0.007969274,0.0059729856,0.0069526243,0.0039650383
48,0.27914166,0.34025627,0.7348194,0.28579998,0.23156247,0.38446075,0.5156417,0.6783,0.87637496,0.007977689,0.009975994,0.004963359,0.006980013,0.0059861164,0.007969274,0.0059691234,0.0069526243,0.0039650383
49,0.27914166,0.37113127,0.7348194,0.28579998,0.23156247,0.38446075,0.5156417,0.6783,0.87637496,0.007977689,0.009972914,0.004963359,0.006980013,0.0059861164,0.007969274,0.0059691234,0.0069526243,0.0039650383
50,0.27914166,0.37113127,0.8245416,0.28579998,0.23156247,0.38446075,0.5156417,0.6783,0.87637496,0.007977689,0.009972914,0.0049589057,0.006980013,0.0059861164,0.007969274,0.0059691234,0.0069526243,0.0039650383
51,0.27914166,0.37113127,0.8245416,0.28579998,0.23156247,0.38446075,0.55874795,0.6783,0.87637496,0.007977689,0.009972914,0.0049589057,0.006980013,0.0059861164,0.007969274,0.00596655,0.0069526243,0.0039650383
