Time Step,Coverage_Gauteng,Coverage_KwaZulu-Natal,Coverage_Western Cape,Coverage_Eastern Cape,Coverage_Limpopo,Coverage_Mpumalanga,Coverage_North West,Coverage_Free State,Coverage_Northern Cape,Incidence_Gauteng,Incidence_KwaZulu-Natal,Incidence_Western Cape,Incidence_Eastern Cape,Incidence_Limpopo,Incidence_Mpumalanga,Incidence_North West,Incidence_Free State,Incidence_Northern Cape
19,0.17102376,0.2093844,0.2490375,0.23888999,0.117316395,0.2271777,0.33481666,0.41494876,0.5863958,0.007986324,0.009989063,0.0049875504,0.006983289,0.0059929616,0.007981829,0.0059799287,0.006970981,0.003976568
20,0.17102376,0.2093844,0.2490375,0.23888999,0.117316395,0.2271777,0.33481666,0.41494876,0.5863958,0.007986324,0.009989063,0.0049875504,0.006983289,0.0059929616,0.007981829,0.0059799287,0.006970981,0.003976568
21,0.17102376,0.2093844,0.2490375,0.23888999,0.117316395,0.2271777,0.33481666,0.41494876,0.5863958,0.007986324,0.009989063,0.0049875504,0.006983289,0.0059929616,0.007981829,0.0059799287,0.006970981,0.003976568
22,0.17102376,0.2093844,0.2490375,0.23888999,0.117316395,0.2271777,0.33481666,0.41494876,0.5863958,0.007986324,0.009989063,0.0049875504,0.006983289,0.0059929616,0.007981829,0.0059799287,0.006970981,0.003976568
23,0.17102376,0.2093844,0.2490375,0.27155998,0.117316395,0.2271777,0.33481666,0.41494876,0.5863958,0.007986324,0.009989063,0.0049875504,0.0069810078,0.0059929616,0.007981829,0.0059799287,0.006970981,0.003976568
24,0.17102376,0.2093844,0.2490375,0.27155998,0.117316395,0.2271777,0.33481666,0.41494876,0.5863958,0.007986324,0.009989063,0.0049875504,0.0069810078,0.0059929616,0.007981829,0.0059799287,0.006970981,0.003976568
25,0.17102376,0.2093844,0.2490375,0.27155998,0.117316395,0.2271777,0.33481666,0.41494876,0.91889584,0.007986324,0.009989063,0.0049875504,0.0069810078,0.0059929616,0.007981829,0.0059799287,0.006970981,0.003963346
26,0.23871125,0.2093844,0.3701625,0.33426,0.117316395,0.2271777,0.33481666,0.41494876,0.91889584,0.0079809185,0.009989063,0.0049815094,0.006976631,0.0059929616,0.007981829,0.0059799287,0.006970981,0.003963346
27,0.23871125,0.2093844,0.3701625,0.33426,0.117316395,0.2271777,0.33481666,0.41494876,0.91889584,0.0079809185,0.009989063,0.0049815094,0.006976631,0.0059929616,0.007981829,0.0059799287,0.006970981,0.003963346
28,0.23871125,0.2093844,0.3701625,0.33426,0.117316395,0.2271777,0.33481666,0.41494876,1.0,0.0079809185,0.009989063,0.0049815094,0.006976631,0.0059929616,0.007981829,0.0059799287,0.006970981,0.003959913
29,0.23871125,0.2093844,0.3701625,0.33426,0.117316395,0.30215985,0.33481666,0.41494876,1.0,0.0079809185,0.009989063,0.0049815094,0.006976631,0.0059929616,0.007975845,0.0059799287,0.006970981,0.003959913
30,0.23871125,0.2093844,0.3701625,0.33426,0.117316395,0.30215985,0.33481666,0.44229752,1.0,0.0079809185,0.009989063,0.0049815094,0.006976631,0.0059929616,0.007975845,0.0059799287,0.0069690747,0.003959913
31,0.23871125,0.2093844,0.3701625,0.33426,0.117316395,0.30215985,0.33481666,0.44229752,1.0,0.0079809185,0.009989063,0.0049815094,0.006976631,0.0059929616,0.007975845,0.0059799287,0.0069690747,0.0039467462
32,0.23871125,0.2093844,0.3701625,0.33426,0.117316395,0.30215985,0.33481666,0.44229752,1.0,0.0079809185,0.009989063,0.0049815094,0.006976631,0.0059929616,0.007975845,0.0059799287,0.0069690747,0.0039467462
33,0.23871125,0.2093844,0.3701625,0.33426,0.117316395,0.30215985,0.33481666,0.44229752,1.0,0.0079809185,0.009989063,0.0049815094,0.006976631,0.0059929616,0.007975845,0.0059799287,0.0069690747,0.0039467462
34,0.23871125,0.2093844,0.3701625,0.33426,0.117316395,0.30215985,0.33481666,0.44229752,1.0,0.0079809185,0.009989063,0.0049815094,0.006976631,0.0059929616,0.007975845,0.0059799287,0.0069690747,0.003945037
35,0.23871125,0.28459275,0.3701625,0.33426,0.117316395,0.30215985,0.33481666,0.44229752,1.0,0.0079809185,0.00998155,0.0049815094,0.006976631,0.0059929616,0.007975845,0.0059799287,0.0069690747,0.003945037
36,0.23871125,0.28459275,0.3701625,0.33426,0.117316395,0.30215985,0.33481666,0.44229752,1.0,0.0079809185,0.00998155,0.0049815094,0.006976631,0.0059929616,0.007975845,0.0059799287,0.0069690747,0.003945037
37,0.23871125,0.28459275,0.3701625,0.33426,0.117316395,0.30215985,0.5438167,0.44229752,1.0,0.0079809185,0.00998155,0.0049815094,0.006976631,0.0059929616,0.007975845,0.005967431,0.0069690747,0.003945037
38,0.23871125,0.28459275,0.3701625,0.33426,0.117316395,0.30215985,0.5438167,0.44229752,1.0,0.0079809185,0.00998155,0.0049815094,0.006976631,0.0059929616,0.007975845,0.005967431,0.0069690747,0.003945037
39,0.23871125,0.28459275,0.3701625,0.33426,0.117316395,0.30215985,0.5438167,0.44229752,1.0,0.0079809185,0.00998155,0.0049815094,0.006976631,0.0059929616,0.007975845,0.005967431,0.0069690747,0.003945037
40,0.23871125,0.28459275,0.3701625,0.33426,0.117316395,0.3697804,0.5438167,0.44229752,1.0,0.0079809185,0.00998155,0.0049815094,0.006976631,0.0059929616,0.007970451,0.005967431,0.0069690747,0.003945037
41,0.23871125,0.28459275,0.45091248,0.33426,0.117316395,0.3697804,0.5438167,0.44229752,1.0,0.0079809185,0.00998155,0.0049774866,0.006976631,0.0059929616,0.007970451,0.005967431,0.0069690747,0.003945037
42,0.23871125,0.3041865,0.45091248,0.33426,0.117316395,0.3697804,0.5438167,0.44229752,1.0,0.0079809185,0.0099795945,0.0049774866,0.006976631,0.0059929616,0.007970451,0.005967431,0.0069690747,0.003945037
43,0.23871125,0.3041865,0.45091248,0.33426,0.117316395,0.3697804,0.61348337,0.44229752,1.0,0.0079809185,0.0099795945,0.0049774866,0.006976631,0.0059929616,0.007970451,0.0059632733,0.0069690747,0.003945037
44,0.23871125,0.3041865,0.45091248,0.33426,0.117316395,0.3697804,0.63163334,0.44229752,1.0,0.0079809185,0.0099795945,0.0049774866,0.006976631,0.0059929616,0.007970451,0.005962191,0.0069690747,0.003945037
45,0.23871125,0.3041865,0.45091248,0.33426,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.0099795945,0.0049774866,0.006976631,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
46,0.23871125,0.3041865,0.45091248,0.33426,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.0099795945,0.0049774866,0.006976631,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
47,0.23871125,0.3041865,0.45091248,0.45966,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.0099795945,0.0049774866,0.006967882,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
48,0.23871125,0.3041865,0.45091248,0.58506,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.0099795945,0.0049774866,0.0069591445,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
49,0.23871125,0.3041865,0.45091248,0.58506,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.0099795945,0.0049774866,0.0069591445,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
50,0.23871125,0.3041865,0.45091248,0.58506,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.0099795945,0.0049774866,0.0069591445,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
51,0.23871125,0.3041865,0.45091248,0.58506,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.0099795945,0.0049774866,0.0069591445,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
52,0.23871125,0.3041865,0.45091248,0.58506,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.0099795945,0.0049774866,0.0069591445,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
53,0.23871125,0.314499,0.45091248,0.58506,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.009978565,0.0049774866,0.0069591445,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
54,0.23871125,0.314499,0.45091248,0.6197719,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.009978565,0.0049774866,0.0069567286,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
55,0.23871125,0.314499,0.45091248,0.6197719,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.009978565,0.0049774866,0.0069567286,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
56,0.23871125,0.314499,0.45091248,0.6197719,0.117316395,0.3697804,0.6497833,0.44229752,1.0,0.0079809185,0.009978565,0.0049774866,0.0069567286,0.0059929616,0.007970451,0.005961109,0.0069690747,0.003945037
57,0.23871125,0.314499,0.45091248,0.6197719,0.117316395,0.4181286,0.6497833,0.44229752,1.0,0.0079809185,0.009978565,0.0049774866,0.0069567286,0.0059929616,0.0079665985,0.005961109,0.0069690747,0.003945037
58,0.23871125,0.314499,0.45091248,0.6197719,0.117316395,0.4181286,0.6497833,0.44229752,1.0,0.0079809185,0.009978565,0.0049774866,0.0069567286,0.0059929616,0.0079665985,0.005961109,0.0069690747,0.003945037
59,0.23871125,0.314499,0.5406347,0.6197719,0.117316395,0.4181286,0.6497833,0.44229752,1.0,0.0079809185,0.009978565,0.0049730204,0.0069567286,0.0059929616,0.0079665985,0.005961109,0.0069690747,0.003945037
60,0.23871125,0.314499,0.5406347,0.6197719,0.117316395,0.4181286,0.6497833,0.44229752,1.0,0.0079809185,0.009978565,0.0049730204,0.0069567286,0.0059929616,0.0079665985,0.005961109,0.0069690747,0.003945037
61,0.23871125,0.335124,0.5406347,0.6197719,0.117316395,0.4181286,0.6497833,0.44229752,1.0,0.0079809185,0.009976507,0.0049730204,0.0069567286,0.0059929616,0.0079665985,0.005961109,0.0069690747,0.003945037
62,0.23871125,0.335124,0.5406347,0.6197719,0.117316395,0.46851254,0.6497833,0.44229752,1.0,0.0079809185,0.009976507,0.0049730204,0.0069567286,0.0059929616,0.0079625845,0.005961109,0.0069690747,0.003945037
63,0.23871125,0.335124,0.6303569,0.6197719,0.117316395,0.46851254,0.6497833,0.44229752,1.0,0.0079809185,0.009976507,0.0049685584,0.0069567286,0.0059929616,0.0079625845,0.005961109,0.0069690747,0.003945037
64,0.23871125,0.335124,0.6303569,0.6197719,0.117316395,0.46851254,0.6497833,0.44229752,1.0,0.0079809185,0.009976507,0.0049685584,0.0069567286,0.0059929616,0.0079625845,0.005961109,0.0069690747,0.003945037
65,0.31946126,0.335124,0.76494026,0.6903094,0.117316395,0.46851254,0.6497833,0.44229752,1.0,0.007974474,0.009976507,0.0049618715,0.0069518215,0.0059929616,0.0079625845,0.005961109,0.0069690747,0.003945037
66,0.31946126,0.36606148,0.76494026,0.6903094,0.117316395,0.46851254,0.6497833,0.44229752,1.0,0.007974474,0.009973421,0.0049618715,0.0069518215,0.0059929616,0.0079625845,0.005961109,0.0069690747,0.003945037
67,0.31946126,0.36606148,0.76494026,0.6903094,0.117316395,0.565209,0.6497833,0.44229752,1.0,0.007974474,0.009973421,0.0049618715,0.0069518215,0.0059929616,0.007954885,0.005961109,0.0069690747,0.003945037
68,0.31946126,0.36606148,0.76494026,0.6903094,0.117316395,0.565209,0.6497833,0.44229752,1.0,0.007974474,0.009973421,0.0049618715,0.0069518215,0.0059929616,0.007954885,0.005961109,0.0069690747,0.003945037
69,0.31946126,0.36606148,0.76494026,0.7270632,0.117316395,0.565209,0.6497833,0.44229752,1.0,0.007974474,0.009973421,0.0049618715,0.0069492664,0.0059929616,0.007954885,0.005961109,0.0069690747,0.003945037
70,0.31946126,0.36606148,0.76494026,0.7270632,0.117316395,0.565209,0.6497833,0.44229752,1.0,0.007974474,0.009973421,0.0049618715,0.0069492664,0.0059929616,0.007954885,0.005961109,0.0069690747,0.003945037
71,0.31946126,0.36606148,0.76494026,0.7270632,0.117316395,0.565209,0.6497833,0.44229752,1.0,0.007974474,0.009973421,0.0049618715,0.0069492664,0.0059929616,0.007954885,0.005961109,0.0069690747,0.003945037
72,0.31946126,0.36606148,0.76494026,0.7270632,0.15699375,0.565209,0.6497833,0.44229752,1.0,0.007974474,0.009973421,0.0049618715,0.0069492664,0.0059905834,0.007954885,0.005961109,0.0069690747,0.003945037
73,0.31946126,0.36606148,0.76494026,0.7270632,0.30929065,0.565209,0.6497833,0.44229752,1.0,0.007974474,0.009973421,0.0049618715,0.0069492664,0.00598146,0.007954885,0.005961109,0.0069690747,0.003945037
74,0.31946126,0.36606148,0.76494026,0.7270632,0.30929065,0.565209,0.6497833,0.44229752,1.0,0.007974474,0.009973421,0.0049618715,0.0069492664,0.00598146,0.007954885,0.005961109,0.0069690747,0.003940057
75,0.45404458,0.46501982,0.76494026,0.7270632,0.30929065,0.565209,0.6497833,0.44229752,1.0,0.007963741,0.009963552,0.0049618715,0.0069492664,0.00598146,0.007954885,0.005961109,0.0069690747,0.003940057
76,0.45404458,0.46501982,0.76494026,0.7270632,0.3854391,0.565209,0.7673458,0.44229752,1.0,0.007963741,0.009963552,0.0049618715,0.0069492664,0.005976905,0.007954885,0.0059541008,0.0069690747,0.00392574
77,0.45404458,0.46501982,0.76494026,0.7270632,0.3854391,0.565209,0.7673458,0.44229752,1.0,0.007963741,0.009963552,0.0049618715,0.0069492664,0.005976905,0.007954885,0.0059541008,0.0069690747,0.0039067194
78,0.45404458,0.46501982,0.76494026,0.7270632,0.3854391,0.565209,0.7673458,0.44229752,1.0,0.007963741,0.009963552,0.0049618715,0.0069492664,0.005976905,0.007954885,0.0059541008,0.0069690747,0.0039067194
79,0.45404458,0.46501982,0.76494026,0.7270632,0.3854391,0.565209,0.7673458,0.44229752,1.0,0.007963741,0.009963552,0.0049618715,0.0069492664,0.005976905,0.007954885,0.0059541008,0.0069690747,0.0039067194
80,0.5078779,0.46501982,0.76494026,0.7270632,0.3854391,0.565209,0.7673458,0.44229752,1.0,0.007959454,0.009963552,0.0049618715,0.0069492664,0.005976905,0.007954885,0.0059541008,0.0069690747,0.0039067194
81,0.5482529,0.49470732,0.83223194,0.7623319,0.42351332,0.6377313,0.84750205,0.5491725,1.0,0.00795624,0.009960594,0.0049585328,0.0069468156,0.0059746294,0.007949117,0.005949328,0.0069616265,0.0038996213
82,0.5763029,0.49470732,0.83223194,0.7623319,0.42351332,0.6377313,0.84750205,0.5491725,1.0,0.007954009,0.009960594,0.0049585328,0.0069468156,0.0059746294,0.007949117,0.005949328,0.0069616265,0.0038996213
83,0.5763029,0.49470732,0.83223194,0.7623319,0.42351332,0.6377313,0.84750205,0.5491725,1.0,0.007954009,0.009960594,0.0049585328,0.0069468156,0.0059746294,0.007949117,0.005949328,0.0069616265,0.0038996213
84,0.61837786,0.49470732,0.83223194,0.7623319,0.42351332,0.6377313,0.84750205,0.5491725,1.0,0.007950663,0.009960594,0.0049585328,0.0069468156,0.0059746294,0.007949117,0.005949328,0.0069616265,0.0038996213
85,0.61837786,0.573874,0.83223194,0.7623319,0.42351332,0.6377313,0.84750205,0.5491725,1.0,0.007950663,0.009952708,0.0049585328,0.0069468156,0.0059746294,0.007949117,0.005949328,0.0069616265,0.0038996213
86,0.61837786,0.573874,0.83223194,0.7623319,0.42351332,0.6377313,0.84750205,0.5491725,1.0,0.007950663,0.009952708,0.0049585328,0.0069468156,0.0059746294,0.007949117,0.005949328,0.0069616265,0.0038996213
87,0.61837786,0.573874,0.83223194,0.7623319,0.42351332,0.6377313,0.95437706,0.5491725,1.0,0.007950663,0.009952708,0.0049585328,0.0069468156,0.0059746294,0.007949117,0.0059429696,0.0069616265,0.0038996213
88,0.61837786,0.573874,0.83223194,0.7623319,0.42351332,0.68811524,0.95437706,0.5491725,1.0,0.007950663,0.009952708,0.0049585328,0.0069468156,0.0059746294,0.007945112,0.0059429696,0.0069616265,0.0038996213
89,0.61837786,0.573874,0.83223194,0.7623319,0.42351332,0.68811524,1.0,0.5491725,1.0,0.007950663,0.009952708,0.0049585328,0.0069468156,0.0059746294,0.007945112,0.005936618,0.0069616265,0.0038996213
90,0.61837786,0.573874,0.83223194,0.7623319,0.42351332,0.68811524,1.0,0.5491725,1.0,0.007950663,0.009952708,0.0049585328,0.0069468156,0.0059746294,0.007945112,0.005933446,0.0069616265,0.0038996213
91,0.61837786,0.573874,0.83223194,0.7623319,0.42351332,0.7364634,1.0,0.5491725,1.0,0.007950663,0.009952708,0.0049585328,0.0069468156,0.0059746294,0.007941271,0.005933446,0.0069616265,0.0038996213
92,0.61837786,0.573874,0.83223194,0.7623319,0.42351332,0.7364634,1.0,0.5491725,1.0,0.007950663,0.009952708,0.0049585328,0.0069468156,0.0059746294,0.007941271,0.005933446,0.0069616265,0.0038996213
93,0.61837786,0.573874,0.83223194,0.7623319,0.42351332,0.7364634,1.0,0.5491725,1.0,0.007950663,0.009952708,0.0049585328,0.0069468156,0.0059746294,0.007941271,0.005933446,0.0069616265,0.00389716
94,0.61837786,0.573874,0.83223194,0.7623319,0.42351332,0.83315986,1.0,0.5491725,1.0,0.007950663,0.009952708,0.0049585328,0.0069468156,0.0059746294,0.007933592,0.005933446,0.0069616265,0.00389716
95,0.61837786,0.573874,0.83223194,0.7623319,0.42351332,0.83315986,1.0,0.5491725,1.0,0.007950663,0.009952708,0.0049585328,0.0069468156,0.0059746294,0.007933592,0.005933446,0.0069616265,0.00389716
96,0.61837786,0.573874,1.0,0.7623319,0.42351332,0.83315986,1.0,0.5491725,1.0,0.007950663,0.009952708,0.004945186,0.0069468156,0.0059746294,0.007933592,0.005933446,0.0069616265,0.00389716
97,0.61837786,0.573874,1.0,0.7623319,0.42351332,0.83315986,1.0,0.5491725,1.0,0.007950663,0.009952708,0.0049429676,0.0069468156,0.0059746294,0.007933592,0.005933446,0.0069616265,0.00389716
98,0.61837786,0.573874,1.0,0.7623319,0.46527895,0.83315986,1.0,0.5491725,1.0,0.007950663,0.009952708,0.0049429676,0.0069468156,0.005972134,0.007933592,0.005933446,0.0069616265,0.00389716
99,0.61837786,0.594499,1.0,0.7623319,0.46527895,0.83315986,1.0,0.5491725,1.0,0.007950663,0.0099506555,0.0049429676,0.0069468156,0.005972134,0.007933592,0.005933446,0.0069616265,0.00389716
100,0.61837786,0.594499,1.0,0.7623319,0.46527895,0.83315986,1.0,0.5491725,1.0,0.007950663,0.0099506555,0.0049429676,0.0069468156,0.005972134,0.007933592,0.005929923,0.0069616265,0.00389716
101,0.63240284,0.6048115,1.0,0.7752638,0.47920084,0.85967773,1.0,0.5862975,1.0,0.007949548,0.009949629,0.0049418123,0.006945917,0.0059713023,0.007931489,0.005928089,0.0069590416,0.0038945638
102,0.63240284,0.6443948,1.0,0.7752638,0.47920084,0.85967773,1.0,0.5862975,1.0,0.007949548,0.009945691,0.0049418123,0.006945917,0.0059713023,0.007931489,0.005928089,0.0069590416,0.0038945638
103,0.63240284,0.6443948,1.0,0.7752638,0.47920084,0.85967773,1.0,0.5862975,1.0,0.007949548,0.009945691,0.0049418123,0.006945917,0.0059713023,0.007931489,0.005928089,0.0069590416,0.0038945638
104,0.63240284,0.6443948,1.0,0.7752638,0.47920084,0.85967773,1.0,0.5862975,1.0,0.007949548,0.009945691,0.0049418123,0.006945917,0.0059713023,0.007931489,0.005928089,0.0069590416,0.0038945638
105,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.85967773,1.0,0.5862975,1.0,0.007949548,0.009945691,0.0049418123,0.006945917,0.005969707,0.007931489,0.005928089,0.0069590416,0.0038945638
106,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.85967773,1.0,0.5862975,1.0,0.007949548,0.009945691,0.0049395952,0.006945917,0.005969707,0.007931489,0.005928089,0.0069590416,0.0038945638
107,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.85967773,1.0,0.5862975,1.0,0.007949548,0.009945691,0.0049395952,0.006945917,0.005969707,0.007931489,0.005922587,0.0069590416,0.0038945638
108,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.5862975,1.0,0.007949548,0.009945691,0.0049395952,0.006945917,0.005969707,0.007925179,0.005922587,0.0069590416,0.0038945638
109,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.5862975,1.0,0.007949548,0.009945691,0.0049395952,0.006945917,0.005969707,0.007925179,0.005922587,0.0069590416,0.0038945638
110,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.5862975,1.0,0.007949548,0.009945691,0.0049395952,0.006945917,0.005969707,0.007925179,0.005922587,0.0069590416,0.0038945638
111,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.65754753,1.0,0.007949548,0.009945691,0.0049395952,0.006945917,0.005969707,0.007925179,0.005922587,0.006954083,0.0038945638
112,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.65754753,1.0,0.007949548,0.009945691,0.0049395952,0.006945917,0.005969707,0.007925179,0.005922587,0.006954083,0.0038945638
113,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.65754753,1.0,0.007949548,0.009945691,0.0049395952,0.006945917,0.005969707,0.007925179,0.005922587,0.006954083,0.0038945638
114,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.65754753,1.0,0.007949548,0.009945691,0.0049395952,0.006945917,0.005969707,0.007925179,0.005922587,0.006954083,0.0038945638
115,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.65754753,1.0,0.007949548,0.009945691,0.0049255174,0.006945917,0.005969707,0.007925179,0.005922587,0.006954083,0.0038945638
116,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.65754753,1.0,0.007949548,0.009945691,0.0049255174,0.006945917,0.005969707,0.007925179,0.005922587,0.006954083,0.0038945638
117,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.65754753,1.0,0.007949548,0.009945691,0.0049255174,0.006945917,0.005969707,0.007925179,0.005922587,0.006954083,0.0038945638
118,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.65754753,1.0,0.007949548,0.009945691,0.0049255174,0.006945917,0.005969707,0.007925179,0.005922587,0.006954083,0.0038945638
119,0.63240284,0.6443948,1.0,0.7752638,0.5059196,0.9392313,1.0,0.65754753,1.0,0.007949548,0.009945691,0.0049255174,0.006945917,0.005969707,0.007925179,0.005922587,0.006954083,0.0038834643
120,0.67515284,0.6760615,1.0,0.8180138,0.5504508,1.0,1.0,0.77154756,1.0,0.007946149,0.009942541,0.0049220077,0.006942948,0.0059670485,0.007918726,0.005916961,0.006946156,0.0038751634
121,0.67515284,0.6760615,1.0,0.8180138,0.5504508,1.0,1.0,0.77154756,1.0,0.007946149,0.009942541,0.0049220077,0.006942948,0.0059670485,0.007918726,0.005916961,0.006946156,0.0038751634
122,0.67515284,0.6760615,1.0,0.8180138,0.5504508,1.0,1.0,0.8111476,1.0,0.007946149,0.009942541,0.0049220077,0.006942948,0.0059670485,0.007918726,0.005916961,0.006943405,0.0038751634
123,0.67515284,0.6760615,1.0,0.8180138,0.5504508,1.0,1.0,0.8111476,1.0,0.007946149,0.009942541,0.0049207895,0.006942948,0.0059670485,0.007918726,0.005916961,0.006943405,0.0038751634
124,0.67515284,0.6760615,1.0,0.8180138,0.5504508,1.0,1.0,0.8111476,1.0,0.007946149,0.009942541,0.004919572,0.006942948,0.0059670485,0.007918726,0.005916961,0.006943405,0.0038751634
125,0.67515284,0.6760615,1.0,0.8180138,0.5504508,1.0,1.0,0.9631476,1.0,0.007946149,0.009942541,0.004919572,0.006942948,0.0059670485,0.007918726,0.005916961,0.0069328514,0.0038751634
